Unnamed: 0,Timestamp,What programme are you in?,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,I have used ChatGPT to help me with some of my study assignments ,When is your birthday (date)?,How many students do you estimate there are in the room?,What is your stress level (0-100)?,How many hours per week do you do sports (in whole hours)? ,Give a random number,Time you went to bed Yesterday,What makes a good day for you (1)?,What makes a good day for you (2)?,Parsed How many students do you estimate there are in the room?,Parsed What is your stress level (0-100)?,Parsed How many hours per week do you do sports (in whole hours)?,Parsed Give a random number,Parsed Time you went to bed Yesterday,category_goodday_1,category_goodday_2,SleepDeviation,Norm.SleepDeviation,Norm.Stress,Norm.Sport,WellBeing
180,4-1-2025 12:19:10,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],350,30,2,9,22:30,Food,More food,350.0,30.0,2.0,9.0,22.5,food,food,0.0,1.0,0.7,0.028985507246376812,0.5763285024154589
181,4-1-2025 12:19:11,AI & Data Science,yes,1,mu,ja,female,yes,]1995-2000],380,23,3,39587,12:30,Good food,Talking to friends,380.0,23.0,3.0,39587.0,0.5,food,friends/family,2.0,0.8316970546984572,0.77,0.043478260869565216,0.5483917718560075
182,4-1-2025 12:19:11,AI & Data Science,yes,1,mu,ja,male,not willing to say,]2000-2005],500,70,2,7,23:00,Good food,Good sleep,500.0,70.0,2.0,7.0,23.0,food,sleep/rest,0.5,0.9579242636746144,0.30000000000000004,0.028985507246376812,0.4289699236403304
183,4-1-2025 12:19:11,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],240,65,4,35,2 am,Cola,Gaming,240.0,65.0,4.0,35.0,2.0,food,sport,3.5,0.7054698457223001,0.35,0.057971014492753624,0.37114695340501797
184,4-1-2025 12:19:12,"Business, Finance & Econometrics",no,0,mu,nee,male,not willing to say,]2000-2005],400,40,3,60000000,2am,Productivity,Friends,400.0,40.0,3.0,60000000.0,2.0,study/work,friends/family,3.5,0.7054698457223001,0.6,0.043478260869565216,0.4496493688639551
185,4-1-2025 12:19:13,AI & Data Science,yes,1,sigma,ja,male,not willing to say,]2000-2005],220,Now? 22,9,18,02:00,Sun,Sun,220.0,22.0,9.0,18.0,2.0,weather,weather,3.5,0.7054698457223001,0.78,0.13043478260869565,0.5386348761103319
186,4-1-2025 12:19:14,"Business, Finance & Econometrics",yes,1,mu,ja,female,yes,]1995-2000],253,55,4,21,1:03 ,Sun ,Laughter ,253.0,55.0,4.0,21.0,1.05,weather,mood,2.5500000000000007,0.7854137447405329,0.44999999999999996,0.057971014492753624,0.4311282530777622
187,4-1-2025 12:19:14,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],300,25,11,3891736819378483829191037,23:30,Personal record in the gym,Good food,300.0,25.0,11.0,3.891736819378484e+24,23.5,sport,food,1.0,0.9158485273492286,0.75,0.15942028985507245,0.6084229390681004
188,4-1-2025 12:19:15,Computer Science & Technology,yes,0,mu,unknown,female,yes,]2000-2005],280,20,7,93,00:10,That I feel content and happy,Doing something ,280.0,20.0,7.0,93.0,0.1666666666666666,mood,sport,1.6666666666666679,0.8597475455820476,0.8,0.10144927536231885,0.5870656069814555
189,4-1-2025 12:19:17,"Business, Finance & Econometrics",no,1,sigma,nee,male,yes,]2000-2005],230,8,6,88,1:37,Good food,Girlfriend,230.0,8.0,6.0,88.0,1.6166666666666667,food,friends/family,3.116666666666667,0.7377279102384291,0.92,0.08695652173913043,0.5815614773258532
190,4-1-2025 12:19:17,AI & Data Science,yes,1,mu,ja,not willing to answer,yes,]2000-2005],450,40,"4,6","5,76435E+11",22:00,Cooking,Sun,450.0,40.0,46.0,4.9546436011725234e+119,22.0,food,weather,0.5,0.9579242636746144,0.6,0.6666666666666666,0.7415303101137604
191,4-1-2025 12:19:17,AI & Data Science,no,0,mu,ja,female,yes,]2000-2005],200,20,8,9,00:00,Good sleep,Friends,200.0,20.0,8.0,9.0,0.0,sleep/rest,friends/family,1.5,0.8737727910238429,0.8,0.11594202898550725,0.5965716066697834
192,4-1-2025 12:19:19,"Business, Finance & Econometrics",no,0,sigma,nee,male,yes,]2000-2005],350,60,6,7,11:00,Good weather,Great food,350.0,60.0,6.0,7.0,11.0,weather,food,11.5,0.032258064516129004,0.4,0.08695652173913043,0.17307152875175316
193,4-1-2025 12:19:21,"Business, Finance & Econometrics",yes,0,sigma,nee,male,yes,]2000-2005],550,65,2,7,12.00,Good Breakfast,Completing targetted task,550.0,65.0,2.0,7.0,0.0,food,study/work,1.5,0.8737727910238429,0.35,0.028985507246376812,0.41758609942340646
194,4-1-2025 12:19:22,AI & Data Science,yes,0,sigma,nee,male,yes,]2000-2005],425,20,3,17,00:30 AM,Sleep,Meditation,425.0,20.0,3.0,17.0,0.5,sleep/rest,sport,2.0,0.8316970546984572,0.8,0.043478260869565216,0.5583917718560075
195,4-1-2025 12:19:22,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],300,15,9,35723490856,23:00,Sports,Time with friends,300.0,15.0,9.0,35723490856.0,23.0,sport,friends/family,0.5,0.9579242636746144,0.85,0.13043478260869565,0.6461196820944367
196,4-1-2025 12:19:22,AI & Data Science,yes,0,mu,unknown,female,not willing to say,]1995-2000],350,70,4.5 hours,10,00.15,having chocolate,Sun :)),350.0,70.0,4.5,10.0,0.25,food,weather,1.75,0.85273492286115,0.30000000000000004,0.06521739130434782,0.40598410472183266
197,4-1-2025 12:19:22,"Business, Finance & Econometrics",no,0,unknown,ja,female,yes,]2000-2005],500,70,1,2,00:30,The sun,Good food,500.0,70.0,1.0,2.0,0.5,weather,food,2.0,0.8316970546984572,0.30000000000000004,0.014492753623188406,0.3820632694405486
198,4-1-2025 12:19:23,Computer Science & Technology,yes,1,mu,ja,male,yes,]1995-2000],350,15,10,257261814499261618384638281776364,23:30,Banana,Apple,350.0,15.0,10.0,2.572618144992616e+32,23.5,food,food,1.0,0.9158485273492286,0.85,0.14492753623188406,0.6369253545270376
199,4-1-2025 12:19:23,"Business, Finance & Econometrics",yes,0,mu,ja,male,yes,]2000-2005],250,10,2,1683,1:30,Not having to wake up early,yes,250.0,10.0,2.0,1683.0,1.5,sleep/rest,joke,3.0,0.7475455820476858,0.9,0.028985507246376812,0.5588436964313542
200,4-1-2025 12:19:24,AI & Data Science,no,unknown,mu,nee,female,not willing to say,]2000-2005],200,60,3,13,11:34,Sun,Rest,200.0,60.0,3.0,13.0,11.566666666666666,weather,sleep/rest,10.933333333333334,0.07994389901823273,0.4,0.043478260869565216,0.17447405329593266
201,4-1-2025 12:19:24,Computer Science & Technology,yes,unknown,mu,ja,female,yes,]1995-2000],100,77,0,137,5 AM,Enough sleep,Good food,100.0,77.0,0.0,137.0,5.0,sleep/rest,food,6.5,0.45301542776998593,0.22999999999999998,0.0,0.22767180925666197
202,4-1-2025 12:19:24,Computer Science & Technology,yes,1,mu,ja,male,not willing to say,]1995-2000],-9999,,2,2147483649,3:00,🤔,🤷‍♂️,325.66,20.43,2.0,2147483649.0,3.0,joke,joke,4.5,0.6213183730715288,0.7957,0.028985507246376812,0.48200129343930187
203,4-1-2025 12:19:26,"Business, Finance & Econometrics",unknown,0,mu,ja,male,no,]2000-2005],180,58,4,42,01:00,Coffee,Science,180.0,58.0,4.0,42.0,1.0,food,study/work,2.5,0.7896213183730715,0.42000000000000004,0.057971014492753624,0.42253077762194174
204,4-1-2025 12:19:26,AI & Data Science,yes,1,unknown,ja,female,yes,]2000-2005],200,65,4,2,23:30,Sunny weather,Good food,200.0,65.0,4.0,2.0,23.5,weather,food,1.0,0.9158485273492286,0.35,0.057971014492753624,0.44127318061399406
205,4-1-2025 12:19:27,AI & Data Science,yes,0,unknown,nee,male,not willing to say,]1995-2000],350,47,5,57,00:33,Sun,Friends,350.0,47.0,5.0,57.0,0.55,weather,friends/family,2.0500000000000007,0.8274894810659186,0.53,0.07246376811594203,0.47665108306062026
206,4-1-2025 12:19:28,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],220,63,5,78,22:30,Sun,Friends,220.0,63.0,5.0,78.0,22.5,weather,friends/family,0.0,1.0,0.37,0.07246376811594203,0.4808212560386474
207,4-1-2025 12:19:28,"Business, Finance & Econometrics",yes,0,mu,ja,female,yes,]2000-2005],230,80,4,4678,11:30pm,a good breakfast ,good sleep,230.0,80.0,4.0,4678.0,23.5,food,sleep/rest,1.0,0.9158485273492286,0.19999999999999996,0.057971014492753624,0.391273180613994
208,4-1-2025 12:19:30,"Business, Finance & Econometrics",yes,1,sigma,ja,female,yes,]2000-2005],458,70,1,47,00:15,Sun,Family,458.0,70.0,1.0,47.0,0.25,weather,friends/family,1.75,0.85273492286115,0.30000000000000004,0.014492753623188406,0.38907589216144617
209,4-1-2025 12:19:31,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],350,69,4,52739,1:30am,Hanging out with friends,Being productive,350.0,69.0,4.0,52739.0,1.5,friends/family,study/work,3.0,0.7475455820476858,0.31000000000000005,0.057971014492753624,0.37183886551347983
210,4-1-2025 12:19:31,Computer Science & Technology,no,0,unknown,ja,male,yes,]2000-2005],210,50,2,74,01:00,Boardgames with friends,Dinner with family,210.0,50.0,2.0,74.0,1.0,friends/family,friends/family,2.5,0.7896213183730715,0.5,0.028985507246376812,0.43953560853981605
211,4-1-2025 12:19:31,Computer Science & Technology,no,0,mu,nee,male,yes,]2000-2005],150,85,10,14,1,Good weather,Stock trading profit,150.0,85.0,10.0,14.0,1.0,weather,money,2.5,0.7896213183730715,0.15000000000000002,0.14492753623188406,0.3615162848683185
212,4-1-2025 12:19:31,"Business, Finance & Econometrics",yes,0,sigma,nee,male,yes,]1995-2000],234,75,4,9,4:30,A fieldtrip with friends,A sunny picnic,234.0,75.0,4.0,9.0,4.5,friends/family,food,6.0,0.4950911640953717,0.25,0.057971014492753624,0.26768739286270843
213,4-1-2025 12:19:32,AI & Data Science,yes,0,mu,ja,male,yes,]2000-2005],450,100,0,18,05:00,Sunshine ,Good food,450.0,100.0,0.0,18.0,5.0,weather,food,6.5,0.45301542776998593,0.0,0.0,0.1510051425899953
214,4-1-2025 12:19:34,AI & Data Science,yes,1,sigma,ja,female,yes,]1995-2000],400,75,3,573,02:00,Nice food,Seeing friends,400.0,75.0,3.0,573.0,2.0,food,friends/family,3.5,0.7054698457223001,0.25,0.043478260869565216,0.3329827021972884
215,4-1-2025 12:19:37,AI & Data Science,yes,1,sigma,nee,male,not willing to say,]2000-2005],300,61,6,1999,23:45,Good food,Fun people,300.0,61.0,6.0,1999.0,23.75,food,friends/family,1.25,0.8948106591865358,0.39,0.08695652173913043,0.45725572697522204
216,4-1-2025 12:19:37,"Business, Finance & Econometrics",yes,unknown,mu,ja,male,yes,]2000-2005],420,20,12,81,22:45,Doing sports,Meeting friends,420.0,20.0,12.0,81.0,22.75,sport,friends/family,0.25,0.9789621318373072,0.8,0.17391304347826086,0.650958391771856
217,4-1-2025 12:19:37,Computer Science & Technology,yes,unknown,mu,ja,female,yes,]1995-2000],320,40,0,7,4:00,Sleep in,Free,320.0,40.0,0.0,7.0,4.0,sleep/rest,sleep/rest,5.5,0.5371669004207573,0.6,0.0,0.37905563347358573
218,4-1-2025 12:19:38,"Business, Finance & Econometrics",no,0,mu,ja,female,yes,]2000-2005],450,5,10,7,1am,being outside in the sun,eating good food,450.0,5.0,10.0,7.0,1.0,weather,food,2.5,0.7896213183730715,0.95,0.14492753623188406,0.6281829515349852
219,4-1-2025 12:19:39,"Business, Finance & Econometrics",yes,1,sigma,nee,male,not willing to say,]1995-2000],150,10,10,1 000 000,1 AM,Nice weather,Nice friends,150.0,10.0,10.0,4.9546436011725234e+119,1.0,weather,friends/family,2.5,0.7896213183730715,0.9,0.14492753623188406,0.6115162848683185
220,4-1-2025 12:19:41,AI & Data Science and Systems Biology,yes,0,mu,ja,female,yes,]2000-2005],400,2,5,6,9:30,Peace of mind,Good food,400.0,2.0,5.0,6.0,9.5,mood,food,11.0,0.07433380084151464,0.98,0.07246376811594203,0.37559918965248557
221,4-1-2025 12:19:43,AI & Data Science,yes,0,sigma,ja,male,yes,]2000-2005],500,20,5,3748,23:15,Play fieldhockey,Enjoy the weather,500.0,20.0,5.0,3748.0,23.25,sport,weather,0.75,0.9368863955119214,0.8,0.07246376811594203,0.6031167212092879
222,4-1-2025 12:19:44,Computer Science & Technology,yes,1,sigma,ja,male,yes,]1995-2000],10000,69,14,69,2:00,Finding a big bag of money (never happens),Petting a cat,317.32,69.0,14.0,69.0,2.0,money,friends/family,3.5,0.7054698457223001,0.31000000000000005,0.2028985507246377,0.40612279881564595
223,4-1-2025 12:19:45,AI & Data Science,yes,1,mu,ja,female,yes,]1995-2000],450,70,2,89,12:30am,enough sleep time,sun,450.0,70.0,2.0,89.0,0.5,sleep/rest,weather,2.0,0.8316970546984572,0.30000000000000004,0.028985507246376812,0.3868941873149447
224,4-1-2025 12:19:45,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],450,8,5,69,02:15,Friends,No school,450.0,8.0,5.0,69.0,2.25,friends/family,sleep/rest,3.75,0.6844319775596073,0.92,0.07246376811594203,0.5589652485585165
225,4-1-2025 12:19:45,AI & Data Science,yes,0,mu,ja,female,yes,]2000-2005],330,40,3,18,01:00,Nice weather,Seeing my loved ones ,330.0,40.0,3.0,18.0,1.0,weather,friends/family,2.5,0.7896213183730715,0.6,0.043478260869565216,0.47769985974754553
226,4-1-2025 12:19:50,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],387,2,13,73,1,snorkeling,eating,387.0,2.0,13.0,73.0,1.0,sport,food,2.5,0.7896213183730715,0.98,0.18840579710144928,0.6526757051581735
227,4-1-2025 12:19:50,AI & Data Science,yes,1,mu,ja,female,yes,]2000-2005],300,20,4,87,00:00,Reading,F1,300.0,20.0,4.0,87.0,0.0,sport,sport,1.5,0.8737727910238429,0.8,0.057971014492753624,0.5772479351721989
228,4-1-2025 12:19:51,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],380,50,8,2115,00:10,"good, sunny weather",spending time with my friends,380.0,50.0,8.0,2115.0,0.1666666666666666,weather,friends/family,1.6666666666666679,0.8597475455820476,0.5,0.11594202898550725,0.4918965248558516
229,4-1-2025 12:19:53,"Business, Finance & Econometrics",yes,1,mu,ja,female,yes,]2000-2005],500,85,3,15,00:30,Seeing friends,No academic stress,500.0,85.0,3.0,15.0,0.5,friends/family,mood,2.0,0.8316970546984572,0.15000000000000002,0.043478260869565216,0.34172510518934085
230,4-1-2025 12:19:57,AI & Data Science,yes,0,sigma,ja,female,yes,]1990-1995],350,70,1,2,21.30,Sunny weather,Good food,350.0,70.0,1.0,2.0,21.5,weather,food,1.0,0.9158485273492286,0.30000000000000004,0.014492753623188406,0.410113760324139
231,4-1-2025 12:20:00,AI & Data Science,yes,1,sigma,nee,male,yes,]1995-2000],400,33,2,9277466,12.30am,Baking,Hiking,400.0,33.0,2.0,9277466.0,0.5,food,sport,2.0,0.8316970546984572,0.6699999999999999,0.028985507246376812,0.5102275206482779
232,4-1-2025 12:20:02,AI & Data Science,yes,1,mu,ja,female,yes,]2000-2005],350,20,3,4,23:00,Seeing my friends,Sunny weather,350.0,20.0,3.0,4.0,23.0,friends/family,weather,0.5,0.9579242636746144,0.8,0.043478260869565216,0.6004675081813932
233,4-1-2025 12:20:06,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],380,40,2,947362,21:30,Chocolate ,Sun,380.0,40.0,2.0,947362.0,21.5,food,weather,1.0,0.9158485273492286,0.6,0.028985507246376812,0.5149446781985351
234,4-1-2025 12:20:07,Computer Science & Technology,yes,1,sigma,ja,male,yes,]1995-2000],320,15,7,69,23:30,Good weather ,Company ,320.0,15.0,7.0,69.0,23.5,weather,friends/family,1.0,0.9158485273492286,0.85,0.10144927536231885,0.6224326009038491
235,4-1-2025 12:20:14,AI & Data Science,no,0,unknown,ja,male,not willing to say,]2000-2005],520,50,10,123,10,sun,wind,520.0,50.0,10.0,123.0,10.0,weather,weather,11.5,0.032258064516129004,0.5,0.14492753623188406,0.225728533582671
236,4-1-2025 12:20:31,Computer Science & Technology,yes,1,unknown,ja,female,yes,]2000-2005],450,69,6,19898901,1am,Music,Reading,450.0,69.0,6.0,19898901.0,1.0,sport,sport,2.5,0.7896213183730715,0.31000000000000005,0.08695652173913043,0.39552594670406727
237,4-1-2025 12:20:34,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],350,99,5,3951,00:54,No nearing deadlines,Good weather,350.0,99.0,5.0,3951.0,0.9,sleep/rest,weather,2.3999999999999986,0.7980364656381488,0.010000000000000009,0.07246376811594203,0.2935000779180303
238,4-1-2025 12:20:43,Computer Science & Technology,no,1,mu,ja,male,yes,-,550,40,0,0,4:00,Free time,I get a lot done,550.0,40.0,0.0,0.0,4.0,sleep/rest,study/work,5.5,0.5371669004207573,0.6,0.0,0.37905563347358573
239,4-1-2025 12:20:46,Computer Science & Technology,yes,unknown,mu,ja,not willing to answer,not willing to say,]2000-2005],-3,I BELIEVE I CAN FLY,&&&&,😅,1743502757,👁️‍🗨️,🥴,288.25,40.95,19.79,4.9546436011725234e+119,5.147,joke,joke,6.6469999999999985,0.4406451612903227,0.5905,0.28681159420289853,0.43931891849774046
240,4-1-2025 12:20:47,Computer Science & Technology,yes,1,mu,ja,male,not willing to say,]2000-2005],460,60,5,56,1:30,Good gym session ,Sun and a chest PR,460.0,60.0,5.0,56.0,1.5,sport,weather,3.0,0.7475455820476858,0.4,0.07246376811594203,0.406669783387876
241,4-1-2025 12:21:33,Computer Science & Technology,yes,0,sigma,ja,male,not willing to say,]2000-2005],300,35,5,69,2am,beer in the sun,2 beers in the sun,300.0,35.0,5.0,69.0,2.0,alchol/drugs,alchol/drugs,3.5,0.7054698457223001,0.65,0.07246376811594203,0.47597787127941404
242,4-1-2025 12:21:34,AI & Data Science,yes,1,mu,ja,female,yes,]2000-2005],450,75,5,88,23.30,Have free time to chill,Smoke,450.0,75.0,5.0,88.0,23.5,sleep/rest,alchol/drugs,1.0,0.9158485273492286,0.25,0.07246376811594203,0.41277076515505695
243,4-1-2025 12:21:51,Computer Science & Technology,no,0,mu,ja,male,no,]1995-2000],200,45,1,42,02:00,not wake up tired,get at least one thing done,200.0,45.0,1.0,42.0,2.0,sleep/rest,study/work,3.5,0.7054698457223001,0.55,0.014492753623188406,0.4233208664484962
244,4-1-2025 12:29:47,"Business, Finance & Econometrics",unknown,0,sigma,nee,intersex,no,]2000-2005],-1,2147483649999999999,2149483649,999999999999999999999889988888888877777888999999999999988888889999999999999999999998899888888888777778889999999999999888888899999999999999999999988998888888887777788899999999999998888888,0 AD ,()€€€€& ../rm -rf ~/* hdhdhdh ,Alcohol,290.47,73.69,4.56,1.0000000000000001e+186,6.788833333333333,joke,alchol/drugs,8.288833333333333,0.3024824684431978,0.2631,0.06608695652173913,0.21055647498831231
